record_type,source_file,column_name,row_count,native_non_null_count,n32_non_null_count,native_min,native_median,native_max,n32_min,n32_median,n32_max,inferred_unit_or_semantic_scale,compatibility_class,surface_semantic,mises_semantic,includes_n32_or_full32,relevant_columns,usable_for_native_scale_conversion,recommendation_reason
stage2_source_candidate,D:\Projects\RL-LAM-ScanOpt\LDED_2D_CAE_Framework\cae_models\post-odb\method_c_extra20_teacher_eval_v01\outputs\combined_full20_extra20\combined_full40_teacher_ranking.csv,,40,,,,,,,,,see_surface_and_mises_semantics,candidate_source_file,stress_related_diagnostic_columns,mises_max_column_present_but_definition_must_be_checked,YES_CONTENT,source_odb_path;path_final_node_csv_gz;path_final_field_npz;final_NT11_P95;final_PEEQ_avg_P95;final_PEEQ_max_P95;final_U_mag_P95;final_S11_max;final_S11_P95;final_S11_P99;final_S11_abs_max;final_S11_abs_P95;final_S11_abs_P99;final_S22_max;final_S22_P95;final_S22_P99;final_S22_abs_max;final_S22_abs_P95;final_S22_abs_P99;final_S33_max;final_S33_P95;final_S33_P99;final_S33_abs_max;final_S33_abs_P95;final_S33_abs_P99;final_Mises_max;final_Mises_P95;final_Mises_P99;masked_xge4_final_NT11_P95;masked_xge4_final_PEEQ_avg_P95;masked_xge4_final_PEEQ_max_P95;masked_xge4_final_U_mag_P95;masked_xge4_final_S11_max;masked_xge4_final_S11_P95;masked_xge4_final_S11_P99;masked_xge4_final_S11_abs_max;masked_xge4_final_S11_abs_P95;masked_xge4_final_S11_abs_P99;masked_xge4_final_S22_max;masked_xge4_final_S22_P95;masked_xge4_final_S22_P99;masked_xge4_final_S22_abs_max;masked_xge4_final_S22_abs_P95;masked_xge4_final_S22_abs_P99;masked_xge4_final_S33_max;masked_xge4_final_S33_P95;masked_xge4_final_S33_P99;masked_xge4_final_S33_abs_max;masked_xge4_final_S33_abs_P95;masked_xge4_final_S33_abs_P99;masked_xge4_final_Mises_max;masked_xge4_final_Mises_P95;masked_xge4_final_Mises_P99;warpage_component;stress_component_optional,UNCERTAIN,"stress-related file found, but no explicit proof of both unit and extraction-definition equivalence to native Stage 3 SurfaceT/Mises"
stage2_source_candidate,D:\Projects\RL-LAM-ScanOpt\rl-training\v01\outputs\surface_tensile_gradient_full_field_label_backfill_v03\canonical_duplicate_label_audit_v03.csv,,80,,,,,,,,,see_surface_and_mises_semantics,candidate_source_file,legacy_surface_tensile_primary_or_teacher_SurfaceT_proxy,mises_P95_top_band_proxy,YES_CONTENT,odb_path;surface_tensile_strength;surface_tensile_area;surface_tensile_primary;gradient_primary;gradient_S11;gradient_S22;gradient_p1;mises_P95_top_band;internal_tensile_core;has_surface_tensile_label;has_gradient_label;has_Mises_label;recommended_for_surface_surrogate;recommended_for_gradient_surrogate,NO,"contains legacy/proxy/diagnostic stress definitions such as surface_tensile_primary, teacher_SurfaceT, mises_P95_top_band, or Mises_P99 diagnostic; not native max-stress compatible"
stage2_source_candidate,D:\Projects\RL-LAM-ScanOpt\rl-training\v01\outputs\surface_tensile_gradient_full_field_label_backfill_v02\canonical_full_field_surface_gradient_teacher_labels_v02.json,,NA,,,,,,,,,text_metadata,candidate_source_file,legacy_surface_tensile_primary_or_teacher_SurfaceT_proxy,mises_P95_top_band_proxy,YES_TEXT,TEXT_FILE,NO,text source indicates legacy/proxy caveat or lacks explicit unit+definition equivalence
stage2_source_candidate,D:\Projects\RL-LAM-ScanOpt\rl-training\v01\outputs\surface_tensile_gradient_full_field_label_backfill_v02\canonical_full_field_surface_gradient_teacher_labels_v02.csv,,40,,,,,,,,,see_surface_and_mises_semantics,candidate_source_file,legacy_surface_tensile_primary_or_teacher_SurfaceT_proxy,mises_P95_top_band_proxy,YES_CONTENT,odb_path;surface_tensile_strength;surface_tensile_area;surface_tensile_primary;gradient_primary;gradient_S11;gradient_S22;gradient_p1;mises_P95_top_band;internal_tensile_core;has_surface_tensile_label;has_gradient_label;has_Mises_label;recommended_for_surface_surrogate;recommended_for_gradient_surrogate,NO,"contains legacy/proxy/diagnostic stress definitions such as surface_tensile_primary, teacher_SurfaceT, mises_P95_top_band, or Mises_P99 diagnostic; not native max-stress compatible"
stage2_source_candidate,D:\Projects\RL-LAM-ScanOpt\rl-training\v01\outputs\surface_tensile_gradient_full_field_label_backfill_v01\full_field_surface_gradient_duplicate_label_audit_v01.csv,,200,,,,,,,,,see_surface_and_mises_semantics,candidate_source_file,legacy_surface_tensile_primary_or_teacher_SurfaceT_proxy,mises_P95_top_band_proxy,YES_CONTENT,odb_path;surface_tensile_strength;surface_tensile_area;surface_tensile_primary;gradient_primary;gradient_S11;gradient_S22;gradient_p1;mises_P95_top_band;mises_top5_scan_region;internal_tensile_core;has_surface_tensile_label;has_gradient_label;has_Mises_label;recommended_for_surface_surrogate;recommended_for_gradient_surrogate,NO,"contains legacy/proxy/diagnostic stress definitions such as surface_tensile_primary, teacher_SurfaceT, mises_P95_top_band, or Mises_P99 diagnostic; not native max-stress compatible"
stage2_source_candidate,D:\Projects\RL-LAM-ScanOpt\rl-training\v01\outputs\surface_tensile_gradient_full_field_label_backfill_v01\canonical_full_field_surface_gradient_teacher_labels_v01.json,,NA,,,,,,,,,text_metadata,candidate_source_file,legacy_surface_tensile_primary_or_teacher_SurfaceT_proxy,mises_P95_top_band_proxy,YES_TEXT,TEXT_FILE,NO,text source indicates legacy/proxy caveat or lacks explicit unit+definition equivalence
stage2_source_candidate,D:\Projects\RL-LAM-ScanOpt\rl-training\v01\outputs\surface_tensile_gradient_full_field_label_backfill_v01\canonical_full_field_surface_gradient_teacher_labels_v01.csv,,40,,,,,,,,,see_surface_and_mises_semantics,candidate_source_file,legacy_surface_tensile_primary_or_teacher_SurfaceT_proxy,mises_P95_top_band_proxy,YES_CONTENT,odb_path;surface_tensile_strength;surface_tensile_area;surface_tensile_primary;gradient_primary;gradient_S11;gradient_S22;gradient_p1;mises_P95_top_band;mises_top5_scan_region;internal_tensile_core;has_surface_tensile_label;has_gradient_label;has_Mises_label;recommended_for_surface_surrogate;recommended_for_gradient_surrogate,NO,"contains legacy/proxy/diagnostic stress definitions such as surface_tensile_primary, teacher_SurfaceT, mises_P95_top_band, or Mises_P99 diagnostic; not native max-stress compatible"
stage2_source_candidate,D:\Projects\RL-LAM-ScanOpt\rl-training\v01\outputs\masked_UST_probe40_ODB_teacher_validation_v01\masked_UST_probe40_teacher_metrics_v01.csv,,40,,,,,,,,,see_surface_and_mises_semantics,candidate_source_file,legacy_surface_tensile_primary_or_teacher_SurfaceT_proxy,mises_P95_top_band_proxy,YES_CONTENT,odb_path;surface_tensile_strength;surface_tensile_area;surface_tensile_primary;gradient_primary;gradient_S11;gradient_S22;gradient_p1;mises_P95_top_band;mises_top5_scan_region;internal_tensile_core;has_surface_tensile_label;has_gradient_label;has_Mises_label;recommended_for_surface_surrogate;recommended_for_gradient_surrogate;inp_path;jnl_path;cae_path_if_available;uses_U2_proxy;uses_SurfaceT_proxy;uses_PEEQ_proxy;predicted_or_proxy_U2_score_if_available;is_surfaceT_sentinel;u2_proxy_score;surfaceT_secondary_proxy_score;teacher_surface_tensile_primary;teacher_surface_tensile_strength;teacher_surface_tensile_area;teacher_gradient_primary_diagnostic;teacher_mises_P95_top_band_diagnostic;teacher_internal_tensile_core_diagnostic;teacher_U2_range;teacher_PEEQ;teacher_U2_pass_absolute_RLU2_A01_plus25_diagnostic;teacher_PEEQ_pass_canonical_P85;rank_SurfaceT_within_mask;rank_gradient_diagnostic_within_mask;best_baseline_SurfaceT_within_mask;beats_best_baseline_SurfaceT_within_mask;predicted_or_proxy_SurfaceT_score_if_available,NO,"contains legacy/proxy/diagnostic stress definitions such as surface_tensile_primary, teacher_SurfaceT, mises_P95_top_band, or Mises_P99 diagnostic; not native max-stress compatible"
stage2_source_candidate,D:\Projects\RL-LAM-ScanOpt\LDED_2D_CAE_Framework\cae_models\post-odb\teacher_module_v01\outputs\final_frame_metrics\windowed_max_dispersion_final_cooling_metrics.json,,NA,,,,,,,,,text_metadata,candidate_source_file,stress_related_diagnostic_columns,mises_max_column_present_but_definition_must_be_checked,YES_TEXT,TEXT_FILE,UNCERTAIN,text source indicates legacy/proxy caveat or lacks explicit unit+definition equivalence
stage2_source_candidate,D:\Projects\RL-LAM-ScanOpt\LDED_2D_CAE_Framework\cae_models\post-odb\teacher_module_v01\outputs\final_frame_metrics\smartscan_proxy_variance_final_cooling_metrics.json,,NA,,,,,,,,,text_metadata,candidate_source_file,stress_related_diagnostic_columns,mises_max_column_present_but_definition_must_be_checked,YES_TEXT,TEXT_FILE,NO,text source indicates legacy/proxy caveat or lacks explicit unit+definition equivalence
stage2_source_candidate,D:\Projects\RL-LAM-ScanOpt\LDED_2D_CAE_Framework\cae_models\post-odb\teacher_module_v01\outputs\final_frame_metrics\random_scan_9_final_cooling_metrics.json,,NA,,,,,,,,,text_metadata,candidate_source_file,stress_related_diagnostic_columns,mises_max_column_present_but_definition_must_be_checked,YES_TEXT,TEXT_FILE,UNCERTAIN,text source indicates legacy/proxy caveat or lacks explicit unit+definition equivalence
stage2_source_candidate,D:\Projects\RL-LAM-ScanOpt\LDED_2D_CAE_Framework\cae_models\post-odb\teacher_module_v01\outputs\final_frame_metrics\random_scan_8_final_cooling_metrics.json,,NA,,,,,,,,,text_metadata,candidate_source_file,stress_related_diagnostic_columns,mises_max_column_present_but_definition_must_be_checked,YES_TEXT,TEXT_FILE,UNCERTAIN,text source indicates legacy/proxy caveat or lacks explicit unit+definition equivalence
stage2_source_candidate,D:\Projects\RL-LAM-ScanOpt\LDED_2D_CAE_Framework\cae_models\post-odb\teacher_module_v01\outputs\final_frame_metrics\random_scan_7_final_cooling_metrics.json,,NA,,,,,,,,,text_metadata,candidate_source_file,stress_related_diagnostic_columns,mises_max_column_present_but_definition_must_be_checked,YES_TEXT,TEXT_FILE,UNCERTAIN,text source indicates legacy/proxy caveat or lacks explicit unit+definition equivalence
stage2_source_candidate,D:\Projects\RL-LAM-ScanOpt\LDED_2D_CAE_Framework\cae_models\post-odb\teacher_module_v01\outputs\final_frame_metrics\random_scan_6_final_cooling_metrics.json,,NA,,,,,,,,,text_metadata,candidate_source_file,stress_related_diagnostic_columns,mises_max_column_present_but_definition_must_be_checked,YES_TEXT,TEXT_FILE,UNCERTAIN,text source indicates legacy/proxy caveat or lacks explicit unit+definition equivalence
stage2_source_candidate,D:\Projects\RL-LAM-ScanOpt\LDED_2D_CAE_Framework\cae_models\post-odb\teacher_module_v01\outputs\final_frame_metrics\random_scan_5_final_cooling_metrics.json,,NA,,,,,,,,,text_metadata,candidate_source_file,stress_related_diagnostic_columns,mises_max_column_present_but_definition_must_be_checked,YES_TEXT,TEXT_FILE,UNCERTAIN,text source indicates legacy/proxy caveat or lacks explicit unit+definition equivalence
stage2_source_candidate,D:\Projects\RL-LAM-ScanOpt\LDED_2D_CAE_Framework\cae_models\post-odb\teacher_module_v01\outputs\final_frame_metrics\random_scan_4_final_cooling_metrics.json,,NA,,,,,,,,,text_metadata,candidate_source_file,stress_related_diagnostic_columns,mises_max_column_present_but_definition_must_be_checked,YES_TEXT,TEXT_FILE,UNCERTAIN,text source indicates legacy/proxy caveat or lacks explicit unit+definition equivalence
stage2_source_candidate,D:\Projects\RL-LAM-ScanOpt\LDED_2D_CAE_Framework\cae_models\post-odb\teacher_module_v01\outputs\final_frame_metrics\random_scan_3_final_cooling_metrics.json,,NA,,,,,,,,,text_metadata,candidate_source_file,stress_related_diagnostic_columns,mises_max_column_present_but_definition_must_be_checked,YES_TEXT,TEXT_FILE,UNCERTAIN,text source indicates legacy/proxy caveat or lacks explicit unit+definition equivalence
stage2_source_candidate,D:\Projects\RL-LAM-ScanOpt\LDED_2D_CAE_Framework\cae_models\post-odb\teacher_module_v01\outputs\final_frame_metrics\random_scan_2_final_cooling_metrics.json,,NA,,,,,,,,,text_metadata,candidate_source_file,stress_related_diagnostic_columns,mises_max_column_present_but_definition_must_be_checked,YES_TEXT,TEXT_FILE,UNCERTAIN,text source indicates legacy/proxy caveat or lacks explicit unit+definition equivalence
stage2_source_candidate,D:\Projects\RL-LAM-ScanOpt\LDED_2D_CAE_Framework\cae_models\post-odb\teacher_module_v01\outputs\final_frame_metrics\random_scan_1_final_cooling_metrics.json,,NA,,,,,,,,,text_metadata,candidate_source_file,stress_related_diagnostic_columns,mises_max_column_present_but_definition_must_be_checked,YES_TEXT,TEXT_FILE,UNCERTAIN,text source indicates legacy/proxy caveat or lacks explicit unit+definition equivalence
stage2_source_candidate,D:\Projects\RL-LAM-ScanOpt\LDED_2D_CAE_Framework\cae_models\post-odb\teacher_module_v01\outputs\final_frame_metrics\random_scan_10_final_cooling_metrics.json,,NA,,,,,,,,,text_metadata,candidate_source_file,stress_related_diagnostic_columns,mises_max_column_present_but_definition_must_be_checked,YES_TEXT,TEXT_FILE,UNCERTAIN,text source indicates legacy/proxy caveat or lacks explicit unit+definition equivalence
stage2_source_candidate,D:\Projects\RL-LAM-ScanOpt\LDED_2D_CAE_Framework\cae_models\post-odb\teacher_module_v01\outputs\final_frame_metrics\odd_even_interlaced_final_cooling_metrics.json,,NA,,,,,,,,,text_metadata,candidate_source_file,stress_related_diagnostic_columns,mises_max_column_present_but_definition_must_be_checked,YES_TEXT,TEXT_FILE,UNCERTAIN,text source indicates legacy/proxy caveat or lacks explicit unit+definition equivalence
stage2_source_candidate,D:\Projects\RL-LAM-ScanOpt\LDED_2D_CAE_Framework\cae_models\post-odb\teacher_module_v01\outputs\final_frame_metrics\multi_lag_regular_jump_final_cooling_metrics.json,,NA,,,,,,,,,text_metadata,candidate_source_file,stress_related_diagnostic_columns,mises_max_column_present_but_definition_must_be_checked,YES_TEXT,TEXT_FILE,UNCERTAIN,text source indicates legacy/proxy caveat or lacks explicit unit+definition equivalence
stage2_source_candidate,D:\Projects\RL-LAM-ScanOpt\LDED_2D_CAE_Framework\cae_models\post-odb\teacher_module_v01\outputs\final_frame_metrics\mc_extra_020_final_cooling_metrics.json,,NA,,,,,,,,,text_metadata,candidate_source_file,stress_related_diagnostic_columns,mises_max_column_present_but_definition_must_be_checked,YES_TEXT,TEXT_FILE,UNCERTAIN,text source indicates legacy/proxy caveat or lacks explicit unit+definition equivalence
stage2_source_candidate,D:\Projects\RL-LAM-ScanOpt\LDED_2D_CAE_Framework\cae_models\post-odb\teacher_module_v01\outputs\final_frame_metrics\mc_extra_019_final_cooling_metrics.json,,NA,,,,,,,,,text_metadata,candidate_source_file,stress_related_diagnostic_columns,mises_max_column_present_but_definition_must_be_checked,YES_TEXT,TEXT_FILE,UNCERTAIN,text source indicates legacy/proxy caveat or lacks explicit unit+definition equivalence
stage2_source_candidate,D:\Projects\RL-LAM-ScanOpt\LDED_2D_CAE_Framework\cae_models\post-odb\teacher_module_v01\outputs\final_frame_metrics\mc_extra_018_final_cooling_metrics.json,,NA,,,,,,,,,text_metadata,candidate_source_file,stress_related_diagnostic_columns,mises_max_column_present_but_definition_must_be_checked,YES_TEXT,TEXT_FILE,UNCERTAIN,text source indicates legacy/proxy caveat or lacks explicit unit+definition equivalence
stage2_source_candidate,D:\Projects\RL-LAM-ScanOpt\LDED_2D_CAE_Framework\cae_models\post-odb\teacher_module_v01\outputs\final_frame_metrics\mc_extra_017_final_cooling_metrics.json,,NA,,,,,,,,,text_metadata,candidate_source_file,stress_related_diagnostic_columns,mises_max_column_present_but_definition_must_be_checked,YES_TEXT,TEXT_FILE,UNCERTAIN,text source indicates legacy/proxy caveat or lacks explicit unit+definition equivalence
stage2_source_candidate,D:\Projects\RL-LAM-ScanOpt\LDED_2D_CAE_Framework\cae_models\post-odb\teacher_module_v01\outputs\final_frame_metrics\mc_extra_016_final_cooling_metrics.json,,NA,,,,,,,,,text_metadata,candidate_source_file,stress_related_diagnostic_columns,mises_max_column_present_but_definition_must_be_checked,YES_TEXT,TEXT_FILE,UNCERTAIN,text source indicates legacy/proxy caveat or lacks explicit unit+definition equivalence
stage2_source_candidate,D:\Projects\RL-LAM-ScanOpt\LDED_2D_CAE_Framework\cae_models\post-odb\teacher_module_v01\outputs\final_frame_metrics\mc_extra_015_final_cooling_metrics.json,,NA,,,,,,,,,text_metadata,candidate_source_file,stress_related_diagnostic_columns,mises_max_column_present_but_definition_must_be_checked,YES_TEXT,TEXT_FILE,UNCERTAIN,text source indicates legacy/proxy caveat or lacks explicit unit+definition equivalence
stage2_source_candidate,D:\Projects\RL-LAM-ScanOpt\LDED_2D_CAE_Framework\cae_models\post-odb\teacher_module_v01\outputs\final_frame_metrics\mc_extra_014_final_cooling_metrics.json,,NA,,,,,,,,,text_metadata,candidate_source_file,stress_related_diagnostic_columns,mises_max_column_present_but_definition_must_be_checked,YES_TEXT,TEXT_FILE,UNCERTAIN,text source indicates legacy/proxy caveat or lacks explicit unit+definition equivalence
stage2_source_candidate,D:\Projects\RL-LAM-ScanOpt\LDED_2D_CAE_Framework\cae_models\post-odb\teacher_module_v01\outputs\final_frame_metrics\mc_extra_013_final_cooling_metrics.json,,NA,,,,,,,,,text_metadata,candidate_source_file,stress_related_diagnostic_columns,mises_max_column_present_but_definition_must_be_checked,YES_TEXT,TEXT_FILE,UNCERTAIN,text source indicates legacy/proxy caveat or lacks explicit unit+definition equivalence
stage2_source_candidate,D:\Projects\RL-LAM-ScanOpt\LDED_2D_CAE_Framework\cae_models\post-odb\teacher_module_v01\outputs\final_frame_metrics\mc_extra_012_final_cooling_metrics.json,,NA,,,,,,,,,text_metadata,candidate_source_file,stress_related_diagnostic_columns,mises_max_column_present_but_definition_must_be_checked,YES_TEXT,TEXT_FILE,UNCERTAIN,text source indicates legacy/proxy caveat or lacks explicit unit+definition equivalence
stage2_source_candidate,D:\Projects\RL-LAM-ScanOpt\LDED_2D_CAE_Framework\cae_models\post-odb\teacher_module_v01\outputs\final_frame_metrics\mc_extra_011_final_cooling_metrics.json,,NA,,,,,,,,,text_metadata,candidate_source_file,stress_related_diagnostic_columns,mises_max_column_present_but_definition_must_be_checked,YES_TEXT,TEXT_FILE,UNCERTAIN,text source indicates legacy/proxy caveat or lacks explicit unit+definition equivalence
stage2_source_candidate,D:\Projects\RL-LAM-ScanOpt\LDED_2D_CAE_Framework\cae_models\post-odb\teacher_module_v01\outputs\final_frame_metrics\mc_extra_010_final_cooling_metrics.json,,NA,,,,,,,,,text_metadata,candidate_source_file,stress_related_diagnostic_columns,mises_max_column_present_but_definition_must_be_checked,YES_TEXT,TEXT_FILE,UNCERTAIN,text source indicates legacy/proxy caveat or lacks explicit unit+definition equivalence
stage2_source_candidate,D:\Projects\RL-LAM-ScanOpt\LDED_2D_CAE_Framework\cae_models\post-odb\teacher_module_v01\outputs\final_frame_metrics\mc_extra_009_final_cooling_metrics.json,,NA,,,,,,,,,text_metadata,candidate_source_file,stress_related_diagnostic_columns,mises_max_column_present_but_definition_must_be_checked,YES_TEXT,TEXT_FILE,UNCERTAIN,text source indicates legacy/proxy caveat or lacks explicit unit+definition equivalence
stage2_source_candidate,D:\Projects\RL-LAM-ScanOpt\LDED_2D_CAE_Framework\cae_models\post-odb\teacher_module_v01\outputs\final_frame_metrics\mc_extra_008_final_cooling_metrics.json,,NA,,,,,,,,,text_metadata,candidate_source_file,stress_related_diagnostic_columns,mises_max_column_present_but_definition_must_be_checked,YES_TEXT,TEXT_FILE,UNCERTAIN,text source indicates legacy/proxy caveat or lacks explicit unit+definition equivalence
