n,objective,rank,value,lower_is_better,strategy_name,handoff_strategy_name,dataset_source,order_hash,order_compact,order_json,teacher_validation_status,completion_status,odb_extraction_status,solver_audit_status,job_name,source_run
24,U2,1,2.9523077955673216e-05,True,S3R49SCN_N24_B09_median_guard,S3R49SCN_N24_B09_median_guard,run51_stricter_constrained_N24_N40_batch32,22fe0ffd756973ac,22-21-19-11-1-3-5-7-9-13-15-17-23-0-2-4-6-8-10-12-14-16-18-20,"[22,21,19,11,1,3,5,7,9,13,15,17,23,0,2,4,6,8,10,12,14,16,18,20]",PASS_TEACHER_FIELDS_EXTRACTED,WARNING_SUCCESS_WITH_WARNINGS,PASS_ODB_FINAL_FRAME_EXTRACTED,WARNING_SUCCESS_WITH_WARNINGS,J2D_S3R49SCN_N24_B09_median_guard,Run51
24,U2,2,2.9894891213189112e-05,True,S3R49SCN_N24_B11_peeq_repair,S3R49SCN_N24_B11_peeq_repair,run51_stricter_constrained_N24_N40_batch32,57e8ac43b0b0a708,22-11-1-3-5-7-9-17-21-15-13-19-23-0-2-4-6-8-10-12-14-16-18-20,"[22,11,1,3,5,7,9,17,21,15,13,19,23,0,2,4,6,8,10,12,14,16,18,20]",PASS_TEACHER_FIELDS_EXTRACTED,WARNING_SUCCESS_WITH_WARNINGS,PASS_ODB_FINAL_FRAME_EXTRACTED,WARNING_SUCCESS_WITH_WARNINGS,J2D_S3R49SCN_N24_B11_peeq_repair,Run51
24,U2,3,3.166340729876538e-05,True,S3R44CNS_N24_B14_hybrid_disagree,S3R44CNS_N24_B14_hybrid_disagree,run46_constrained_N24_N40_batch32,d63892d73d8f6895,22-11-1-3-5-7-9-17-19-13-15-21-23-0-2-4-6-8-10-12-14-16-18-20,"[22,11,1,3,5,7,9,17,19,13,15,21,23,0,2,4,6,8,10,12,14,16,18,20]",PASS_TEACHER_FIELDS_EXTRACTED,WARNING_SUCCESS_WITH_WARNINGS,PASS_ODB_FINAL_FRAME_EXTRACTED,WARNING_SUCCESS_WITH_WARNINGS,J2D_S3R44CNS_N24_B14_hybrid_disagree,Run46
24,U2,4,3.273940910730744e-05,True,S3R34N32INF_N24_B10_n24_calibration,S3R34N32INF_N24_B10_n24_calibration,run36_N32_informed_native_batch32,3d047ed7bdb52c04,20-22-11-1-3-5-7-9-13-15-17-19-21-23-0-2-4-6-8-10-12-14-16-18,"[20,22,11,1,3,5,7,9,13,15,17,19,21,23,0,2,4,6,8,10,12,14,16,18]",PASS_TEACHER_FIELDS_EXTRACTED,WARNING_SUCCESS_WITH_WARNINGS,PASS_ODB_FINAL_FRAME_EXTRACTED,WARNING_SUCCESS_WITH_WARNINGS,J2D_S3R34N32INF_N24_B10_n24_calibration,Run36
24,U2,5,3.356376646479475e-05,True,S3R54CAL64_N24_B04_n24_u2ret_top,S3R54CAL64_N24_B04_n24_u2ret_top,run56_calibrated_N24_N40_batch64,f763096911138bb1,22-21-17-11-1-3-5-7-9-13-15-19-23-0-2-4-6-8-10-12-14-16-18-20,"[22,21,17,11,1,3,5,7,9,13,15,19,23,0,2,4,6,8,10,12,14,16,18,20]",PASS_TEACHER_FIELDS_EXTRACTED,WARNING_SUCCESS_WITH_WARNINGS,PASS_ODB_FINAL_FRAME_EXTRACTED,WARNING_SUCCESS_WITH_WARNINGS,J2D_S3R54CAL64_N24_B04_n24_u2ret_top,Run56
24,U2,6,3.386501202840009e-05,True,S3R54CAL64_N24_B02_n24_u2ret_top,S3R54CAL64_N24_B02_n24_u2ret_top,run56_calibrated_N24_N40_batch64,44fe201c939925b0,22-21-19-13-9-7-5-3-1-11-15-17-23-0-2-4-6-8-10-12-14-16-18-20,"[22,21,19,13,9,7,5,3,1,11,15,17,23,0,2,4,6,8,10,12,14,16,18,20]",PASS_TEACHER_FIELDS_EXTRACTED,WARNING_SUCCESS_WITH_WARNINGS,PASS_ODB_FINAL_FRAME_EXTRACTED,WARNING_SUCCESS_WITH_WARNINGS,J2D_S3R54CAL64_N24_B02_n24_u2ret_top,Run56
24,U2,7,3.737566112249624e-05,True,S3R49SCN_N24_B01_strict_guard,S3R49SCN_N24_B01_strict_guard,run51_stricter_constrained_N24_N40_batch32,dfa52b5d51149bcf,22-23-21-19-11-1-3-5-7-9-13-15-17-0-2-4-6-8-10-12-14-16-18-20,"[22,23,21,19,11,1,3,5,7,9,13,15,17,0,2,4,6,8,10,12,14,16,18,20]",PASS_TEACHER_FIELDS_EXTRACTED,WARNING_SUCCESS_WITH_WARNINGS,PASS_ODB_FINAL_FRAME_EXTRACTED,WARNING_SUCCESS_WITH_WARNINGS,J2D_S3R49SCN_N24_B01_strict_guard,Run51
24,U2,8,3.772677086999465e-05,True,S3R49SCN_N24_B12_peeq_repair,S3R49SCN_N24_B12_peeq_repair,run51_stricter_constrained_N24_N40_batch32,d146adbb95cdb54c,22-11-1-3-5-7-9-15-21-13-17-19-23-0-2-4-6-8-10-12-14-16-18-20,"[22,11,1,3,5,7,9,15,21,13,17,19,23,0,2,4,6,8,10,12,14,16,18,20]",PASS_TEACHER_FIELDS_EXTRACTED,WARNING_SUCCESS_WITH_WARNINGS,PASS_ODB_FINAL_FRAME_EXTRACTED,WARNING_SUCCESS_WITH_WARNINGS,J2D_S3R49SCN_N24_B12_peeq_repair,Run51
24,U2,9,3.7965415458529606e-05,True,S3R54CAL64_N24_B08_n24_u2ret_repair,S3R54CAL64_N24_B08_n24_u2ret_repair,run56_calibrated_N24_N40_batch64,d1ed11eee042f1de,22-21-19-11-1-3-5-7-23-17-15-13-9-0-2-4-6-8-10-12-14-16-18-20,"[22,21,19,11,1,3,5,7,23,17,15,13,9,0,2,4,6,8,10,12,14,16,18,20]",PASS_TEACHER_FIELDS_EXTRACTED,WARNING_SUCCESS_WITH_WARNINGS,PASS_ODB_FINAL_FRAME_EXTRACTED,WARNING_SUCCESS_WITH_WARNINGS,J2D_S3R54CAL64_N24_B08_n24_u2ret_repair,Run56
24,U2,10,3.7988751273587695e-05,True,S3R39N2440B60_N24_B08_n24_u2_near,S3R39N2440B60_N24_B08_n24_u2_near,run41_native_N24_N40_focused_batch60,e74bdb4d6daa213a,20-22-11-1-3-5-7-23-21-19-17-15-13-9-0-2-4-6-8-10-12-14-16-18,"[20,22,11,1,3,5,7,23,21,19,17,15,13,9,0,2,4,6,8,10,12,14,16,18]",PASS_TEACHER_FIELDS_EXTRACTED,WARNING_SUCCESS_WITH_WARNINGS,PASS_ODB_FINAL_FRAME_EXTRACTED,WARNING_SUCCESS_WITH_WARNINGS,J2D_S3R39N2440B60_N24_B08_n24_u2_near,Run41
24,PEEQ,1,0.1492166519165039,True,S3R59N40PR40_N24_B09_n24_diversity,S3R59N40PR40_N24_B09_n24_diversity,run61_custom_N40_focused_batch40,c8e65c9c58288448,21-14-7-0-17-10-3-20-13-6-23-16-9-2-19-12-5-22-15-8-1-18-11-4,"[21,14,7,0,17,10,3,20,13,6,23,16,9,2,19,12,5,22,15,8,1,18,11,4]",PASS_TEACHER_FIELDS_EXTRACTED,WARNING_SUCCESS_WITH_WARNINGS,PASS_ODB_FINAL_FRAME_EXTRACTED,WARNING_SUCCESS_WITH_WARNINGS,J2D_S3R59N40PR40_N24_B09_n24_diversity,Run61
24,PEEQ,2,0.149288535118103,True,S3R19B28_N24_B07_control_sentinel,S3R19B28_N24_B07_control_sentinel,batch28_run20,,,"[20,13,6,23,16,9,2,19,12,5,22,15,8,1,18,11,4,21,14,7,0,17,10,3]",PASS_TEACHER_FIELDS_EXTRACTED,,,,J2D_S3R19B28_N24_B07_control_sentinel,Run20
24,PEEQ,3,0.1496064215898513,True,S3R39N2440B60_N24_B12_surrogate_top,S3R39N2440B60_N24_B12_surrogate_top,run41_native_N24_N40_focused_batch60,efb35261339af161,4-10-0-18-20-22-12-8-16-14-6-2-1-11-3-15-13-23-7-5-17-19-9-21,"[4,10,0,18,20,22,12,8,16,14,6,2,1,11,3,15,13,23,7,5,17,19,9,21]",PASS_TEACHER_FIELDS_EXTRACTED,WARNING_SUCCESS_WITH_WARNINGS,PASS_ODB_FINAL_FRAME_EXTRACTED,WARNING_SUCCESS_WITH_WARNINGS,J2D_S3R39N2440B60_N24_B12_surrogate_top,Run41
24,PEEQ,4,0.1497802585363388,True,S3R34N32INF_N24_B02_surrogate_top,S3R34N32INF_N24_B02_surrogate_top,run36_N32_informed_native_batch32,d32aa3c0deee7cee,16-12-0-2-4-8-14-20-18-10-6-22-15-17-21-11-5-1-7-13-9-3-23-19,"[16,12,0,2,4,8,14,20,18,10,6,22,15,17,21,11,5,1,7,13,9,3,23,19]",PASS_TEACHER_FIELDS_EXTRACTED,WARNING_SUCCESS_WITH_WARNINGS,PASS_ODB_FINAL_FRAME_EXTRACTED,WARNING_SUCCESS_WITH_WARNINGS,J2D_S3R34N32INF_N24_B02_surrogate_top,Run36
24,PEEQ,5,0.1499830037355423,True,S3R39N2440B60_N24_B13_surrogate_top,S3R39N2440B60_N24_B13_surrogate_top,run41_native_N24_N40_focused_batch60,494e288b2a39a7f0,4-0-22-16-10-18-8-12-2-6-20-14-13-3-1-7-19-15-23-17-21-9-11-5,"[4,0,22,16,10,18,8,12,2,6,20,14,13,3,1,7,19,15,23,17,21,9,11,5]",PASS_TEACHER_FIELDS_EXTRACTED,WARNING_SUCCESS_WITH_WARNINGS,PASS_ODB_FINAL_FRAME_EXTRACTED,WARNING_SUCCESS_WITH_WARNINGS,J2D_S3R39N2440B60_N24_B13_surrogate_top,Run41
24,PEEQ,6,0.1511734724044799,True,S3R39N2440B60_N24_B09_hybrid_agree,S3R39N2440B60_N24_B09_hybrid_agree,run41_native_N24_N40_focused_batch60,43dd1861f2bc5bf9,2-18-20-16-12-6-4-10-0-8-22-14-7-1-9-15-17-13-11-3-19-21-23-5,"[2,18,20,16,12,6,4,10,0,8,22,14,7,1,9,15,17,13,11,3,19,21,23,5]",PASS_TEACHER_FIELDS_EXTRACTED,WARNING_SUCCESS_WITH_WARNINGS,PASS_ODB_FINAL_FRAME_EXTRACTED,WARNING_SUCCESS_WITH_WARNINGS,J2D_S3R39N2440B60_N24_B09_hybrid_agree,Run41
24,PEEQ,7,0.1511800736188888,True,S3R64VNR_N24_B01_n24_diversity,S3R64VNR_N24_B01_n24_diversity,run66_variable_N_recovery_anchor_batch48,12793ccf8df402ed,3-8-13-18-23-4-9-14-19-0-5-10-15-20-1-6-11-16-21-2-7-12-17-22,"[3,8,13,18,23,4,9,14,19,0,5,10,15,20,1,6,11,16,21,2,7,12,17,22]",PASS_TEACHER_FIELDS_EXTRACTED,WARNING_SUCCESS_WITH_WARNINGS,PASS_ODB_FINAL_FRAME_EXTRACTED,WARNING_SUCCESS_WITH_WARNINGS,J2D_S3R64VNR_N24_B01_n24_diversity,Run66
24,PEEQ,8,0.1512167304754257,True,S3R34N32INF_N24_B01_graph_pointer,S3R34N32INF_N24_B01_graph_pointer,run36_N32_informed_native_batch32,fd4d2251d26e8fe6,0-2-4-6-8-10-12-14-16-18-20-22-21-19-17-15-13-11-9-7-5-3-1-23,"[0,2,4,6,8,10,12,14,16,18,20,22,21,19,17,15,13,11,9,7,5,3,1,23]",PASS_TEACHER_FIELDS_EXTRACTED,WARNING_SUCCESS_WITH_WARNINGS,PASS_ODB_FINAL_FRAME_EXTRACTED,WARNING_SUCCESS_WITH_WARNINGS,J2D_S3R34N32INF_N24_B01_graph_pointer,Run36
24,PEEQ,9,0.1516375094652176,True,S3R34N32INF_N24_B07_sentinel,S3R34N32INF_N24_B07_sentinel,run36_N32_informed_native_batch32,cd2eef365a3f8007,20-18-14-12-4-8-22-10-16-6-2-0-1-5-15-13-21-17-23-19-11-9-7-3,"[20,18,14,12,4,8,22,10,16,6,2,0,1,5,15,13,21,17,23,19,11,9,7,3]",PASS_TEACHER_FIELDS_EXTRACTED,WARNING_SUCCESS_WITH_WARNINGS,PASS_ODB_FINAL_FRAME_EXTRACTED,WARNING_SUCCESS_WITH_WARNINGS,J2D_S3R34N32INF_N24_B07_sentinel,Run36
24,PEEQ,10,0.1517210751771927,True,S3R54CAL64_N24_B20_median_guard,S3R54CAL64_N24_B20_median_guard,run56_calibrated_N24_N40_batch64,774d279f3ac63e56,22-17-15-13-9-7-5-3-1-11-19-21-23-0-2-4-6-14-10-12-8-16-18-20,"[22,17,15,13,9,7,5,3,1,11,19,21,23,0,2,4,6,14,10,12,8,16,18,20]",PASS_TEACHER_FIELDS_EXTRACTED,WARNING_SUCCESS_WITH_WARNINGS,PASS_ODB_FINAL_FRAME_EXTRACTED,WARNING_SUCCESS_WITH_WARNINGS,J2D_S3R54CAL64_N24_B20_median_guard,Run56
24,SurfaceT,1,580875968.0,True,S3R24L64_N24_B06_model_disagreement,S3R24L64_N24_B06_model_disagreement,shortlist64_run27,5e8f606e284ef168,11-21-7-17-9-13-23-3-19-5-15-1-0-2-4-6-8-10-12-14-16-18-20-22,"[11,21,7,17,9,13,23,3,19,5,15,1,0,2,4,6,8,10,12,14,16,18,20,22]",PASS_TEACHER_FIELDS_EXTRACTED,WARNING_SUCCESS_WITH_WARNINGS,PASS_ODB_FINAL_FRAME_EXTRACTED,,J2D_S3R24L64_N24_B06_model_disagreement,Run27
24,SurfaceT,2,580972224.0,True,S3R54CAL64_N24_B10_penalty_repair,S3R54CAL64_N24_B10_penalty_repair,run56_calibrated_N24_N40_batch64,082e390df9d4974a,22-17-15-13-9-7-5-3-1-11-19-21-23-0-8-4-6-2-10-12-14-16-18-20,"[22,17,15,13,9,7,5,3,1,11,19,21,23,0,8,4,6,2,10,12,14,16,18,20]",PASS_TEACHER_FIELDS_EXTRACTED,WARNING_SUCCESS_WITH_WARNINGS,PASS_ODB_FINAL_FRAME_EXTRACTED,WARNING_SUCCESS_WITH_WARNINGS,J2D_S3R54CAL64_N24_B10_penalty_repair,Run56
24,SurfaceT,3,580991360.0,True,S3R19B28_N24_B06_uncertainty_calibration,S3R19B28_N24_B06_uncertainty_calibration,batch28_run20,,,"[11,21,7,17,3,13,23,9,19,5,15,1,0,2,4,6,8,10,12,14,16,18,20,22]",PASS_TEACHER_FIELDS_EXTRACTED,,,,J2D_S3R19B28_N24_B06_uncertainty_calibration,Run20
24,SurfaceT,4,581032512.0,True,S3R24L64_N24_B08_model_disagreement,S3R24L64_N24_B08_model_disagreement,shortlist64_run27,7045906b4126d893,11-21-7-17-3-13-5-9-19-23-15-1-0-2-4-6-8-10-12-14-16-18-20-22,"[11,21,7,17,3,13,5,9,19,23,15,1,0,2,4,6,8,10,12,14,16,18,20,22]",PASS_TEACHER_FIELDS_EXTRACTED,WARNING_SUCCESS_WITH_WARNINGS,PASS_ODB_FINAL_FRAME_EXTRACTED,,J2D_S3R24L64_N24_B08_model_disagreement,Run27
24,SurfaceT,5,581044032.0,True,S3R69SNR_N24_B04_n24_uncertainty,S3R69SNR_N24_B04_n24_uncertainty,run71_smallN_recovery_focused_batch40,03078ca2a17672da,22-17-15-13-9-5-7-3-1-11-19-21-23-0-6-4-2-8-10-12-14-16-18-20,"[22,17,15,13,9,5,7,3,1,11,19,21,23,0,6,4,2,8,10,12,14,16,18,20]",PASS_TEACHER_FIELDS_EXTRACTED,WARNING_SUCCESS_WITH_WARNINGS,PASS_ODB_FINAL_FRAME_EXTRACTED,WARNING_SUCCESS_WITH_WARNINGS,J2D_S3R69SNR_N24_B04_n24_uncertainty,Run71
24,SurfaceT,6,581062208.0,True,S3R54CAL64_N24_B15_two_stage_repair,S3R54CAL64_N24_B15_two_stage_repair,run56_calibrated_N24_N40_batch64,968b5f6169005455,22-17-15-13-5-7-9-3-1-11-19-21-23-0-6-4-2-8-10-12-14-16-18-20,"[22,17,15,13,5,7,9,3,1,11,19,21,23,0,6,4,2,8,10,12,14,16,18,20]",PASS_TEACHER_FIELDS_EXTRACTED,WARNING_SUCCESS_WITH_WARNINGS,PASS_ODB_FINAL_FRAME_EXTRACTED,WARNING_SUCCESS_WITH_WARNINGS,J2D_S3R54CAL64_N24_B15_two_stage_repair,Run56
24,SurfaceT,7,581069440.0,True,S3R69SNR_N24_B03_n24_uncertainty,S3R69SNR_N24_B03_n24_uncertainty,run71_smallN_recovery_focused_batch40,078633e14ca02b45,22-17-15-13-9-7-5-3-1-11-19-21-23-0-6-4-2-10-8-12-14-16-18-20,"[22,17,15,13,9,7,5,3,1,11,19,21,23,0,6,4,2,10,8,12,14,16,18,20]",PASS_TEACHER_FIELDS_EXTRACTED,WARNING_SUCCESS_WITH_WARNINGS,PASS_ODB_FINAL_FRAME_EXTRACTED,WARNING_SUCCESS_WITH_WARNINGS,J2D_S3R69SNR_N24_B03_n24_uncertainty,Run71
24,SurfaceT,8,581126080.0,True,S3R34N32INF_N24_B01_graph_pointer,S3R34N32INF_N24_B01_graph_pointer,run36_N32_informed_native_batch32,fd4d2251d26e8fe6,0-2-4-6-8-10-12-14-16-18-20-22-21-19-17-15-13-11-9-7-5-3-1-23,"[0,2,4,6,8,10,12,14,16,18,20,22,21,19,17,15,13,11,9,7,5,3,1,23]",PASS_TEACHER_FIELDS_EXTRACTED,WARNING_SUCCESS_WITH_WARNINGS,PASS_ODB_FINAL_FRAME_EXTRACTED,WARNING_SUCCESS_WITH_WARNINGS,J2D_S3R34N32INF_N24_B01_graph_pointer,Run36
24,SurfaceT,9,581163200.0,True,S3R24L64_N24_B11_uncertainty_calibration,S3R24L64_N24_B11_uncertainty_calibration,shortlist64_run27,e54c35986492c68a,11-21-7-17-3-13-23-9-19-5-15-1-0-2-20-6-8-10-12-14-16-18-4-22,"[11,21,7,17,3,13,23,9,19,5,15,1,0,2,20,6,8,10,12,14,16,18,4,22]",PASS_TEACHER_FIELDS_EXTRACTED,WARNING_SUCCESS_WITH_WARNINGS,PASS_ODB_FINAL_FRAME_EXTRACTED,,J2D_S3R24L64_N24_B11_uncertainty_calibration,Run27
24,SurfaceT,10,581204672.0,True,N24_A13_graph_pointer_policy_anti_odd_even_novelty,,probe60_run08,,,"[1,22,3,20,5,18,7,16,9,14,11,12,13,10,15,8,17,6,19,4,21,2,23,0]",PASS_ODB_EXTRACTED,,,,J2D_N24_N24_A13_graph_pointer_policy_anti_odd_even_novelty,Run08
24,Mises,1,579942784.0,True,N24_A06_edge_in_alternating,,probe60_run08,,,"[0,23,1,22,2,21,3,20,4,19,5,18,6,17,7,16,8,15,9,14,10,13,11,12]",PASS_ODB_EXTRACTED,,,,J2D_N24_N24_A06_edge_in_alternating,Run08
24,Mises,2,579942848.0,True,S3R39N2440B60_N24_B17_diversity,S3R39N2440B60_N24_B17_diversity,run41_native_N24_N40_focused_batch60,5ccfdae24095dd12,2-7-12-17-22-3-8-13-18-23-4-9-14-19-0-5-10-15-20-1-6-11-16-21,"[2,7,12,17,22,3,8,13,18,23,4,9,14,19,0,5,10,15,20,1,6,11,16,21]",PASS_TEACHER_FIELDS_EXTRACTED,WARNING_SUCCESS_WITH_WARNINGS,PASS_ODB_FINAL_FRAME_EXTRACTED,WARNING_SUCCESS_WITH_WARNINGS,J2D_S3R39N2440B60_N24_B17_diversity,Run41
24,Mises,3,579942912.0,True,S3R59N40PR40_N24_B01_n24_diversity,S3R59N40PR40_N24_B01_n24_diversity,run61_custom_N40_focused_batch40,e0e1ba69329bec9f,1-6-11-16-21-2-7-12-17-22-3-8-13-18-23-4-9-14-19-0-5-10-15-20,"[1,6,11,16,21,2,7,12,17,22,3,8,13,18,23,4,9,14,19,0,5,10,15,20]",PASS_TEACHER_FIELDS_EXTRACTED,WARNING_SUCCESS_WITH_WARNINGS,PASS_ODB_FINAL_FRAME_EXTRACTED,WARNING_SUCCESS_WITH_WARNINGS,J2D_S3R59N40PR40_N24_B01_n24_diversity,Run61
24,Mises,4,579942976.0,True,S3R39N2440B60_N24_B23_graph_pointer,S3R39N2440B60_N24_B23_graph_pointer,run41_native_N24_N40_focused_batch60,c2aac9cb62b52be0,8-2-5-22-19-18-21-14-6-4-0-11-13-23-12-3-10-16-20-15-9-1-17-7,"[8,2,5,22,19,18,21,14,6,4,0,11,13,23,12,3,10,16,20,15,9,1,17,7]",PASS_TEACHER_FIELDS_EXTRACTED,WARNING_SUCCESS_WITH_WARNINGS,PASS_ODB_FINAL_FRAME_EXTRACTED,WARNING_SUCCESS_WITH_WARNINGS,J2D_S3R39N2440B60_N24_B23_graph_pointer,Run41
24,Mises,5,579943104.0,True,S3R39N2440B60_N24_B24_hybrid_disagree,S3R39N2440B60_N24_B24_hybrid_disagree,run41_native_N24_N40_focused_batch60,246ba306ff780a9a,0-17-23-16-19-4-15-9-12-14-10-3-5-1-21-18-7-2-20-22-11-6-8-13,"[0,17,23,16,19,4,15,9,12,14,10,3,5,1,21,18,7,2,20,22,11,6,8,13]",PASS_TEACHER_FIELDS_EXTRACTED,WARNING_SUCCESS_WITH_WARNINGS,PASS_ODB_FINAL_FRAME_EXTRACTED,WARNING_SUCCESS_WITH_WARNINGS,J2D_S3R39N2440B60_N24_B24_hybrid_disagree,Run41
24,Mises,6,579943104.0,True,N24_A07_regular_jump_coprime,,probe60_run08,,,"[0,11,22,9,20,7,18,5,16,3,14,1,12,23,10,21,8,19,6,17,4,15,2,13]",PASS_ODB_EXTRACTED,,,,J2D_N24_N24_A07_regular_jump_coprime,Run08
24,Mises,7,579943168.0,True,S3R24L64_N24_B18_tradeoff_probe,S3R24L64_N24_B18_tradeoff_probe,shortlist64_run27,5847234d7bb5fec7,17-4-15-6-1-18-23-14-5-22-3-2-11-16-13-8-21-10-7-12-9-20-19-0,"[17,4,15,6,1,18,23,14,5,22,3,2,11,16,13,8,21,10,7,12,9,20,19,0]",PASS_TEACHER_FIELDS_EXTRACTED,WARNING_SUCCESS_WITH_WARNINGS,PASS_ODB_FINAL_FRAME_EXTRACTED,,J2D_S3R24L64_N24_B18_tradeoff_probe,Run27
24,Mises,8,579943168.0,True,S3R19B28_N24_B03_geometry_signal_top,S3R19B28_N24_B03_geometry_signal_top,batch28_run20,,,"[2,15,4,17,6,19,8,21,10,23,12,1,14,3,16,5,18,7,20,9,22,11,0,13]",PASS_TEACHER_FIELDS_EXTRACTED,,,,J2D_S3R19B28_N24_B03_geometry_signal_top,Run20
24,Mises,9,579943296.0,True,S3R39N2440B60_N24_B15_surrogate_top,S3R39N2440B60_N24_B15_surrogate_top,run41_native_N24_N40_focused_batch60,e7d4c44a39b62ccd,4-16-22-14-0-12-20-2-18-8-10-6-7-11-13-21-9-15-3-17-23-19-1-5,"[4,16,22,14,0,12,20,2,18,8,10,6,7,11,13,21,9,15,3,17,23,19,1,5]",PASS_TEACHER_FIELDS_EXTRACTED,WARNING_SUCCESS_WITH_WARNINGS,PASS_ODB_FINAL_FRAME_EXTRACTED,WARNING_SUCCESS_WITH_WARNINGS,J2D_S3R39N2440B60_N24_B15_surrogate_top,Run41
24,Mises,10,579943296.0,True,S3R34N32INF_N24_B05_uncertainty,S3R34N32INF_N24_B05_uncertainty,run36_N32_informed_native_batch32,738249755687c0ee,18-20-14-4-2-0-22-16-8-6-12-10-7-9-21-1-15-19-11-13-23-17-3-5,"[18,20,14,4,2,0,22,16,8,6,12,10,7,9,21,1,15,19,11,13,23,17,3,5]",PASS_TEACHER_FIELDS_EXTRACTED,WARNING_SUCCESS_WITH_WARNINGS,PASS_ODB_FINAL_FRAME_EXTRACTED,WARNING_SUCCESS_WITH_WARNINGS,J2D_S3R34N32INF_N24_B05_uncertainty,Run36
24,u2_primary,1,0.8718253968253968,False,S3R44CNS_N24_B16_uncertainty,S3R44CNS_N24_B16_uncertainty,run46_constrained_N24_N40_batch32,e72abd003436348f,22-17-15-13-9-7-5-3-1-11-19-21-23-0-2-4-6-8-10-12-14-16-18-20,"[22,17,15,13,9,7,5,3,1,11,19,21,23,0,2,4,6,8,10,12,14,16,18,20]",PASS_TEACHER_FIELDS_EXTRACTED,WARNING_SUCCESS_WITH_WARNINGS,PASS_ODB_FINAL_FRAME_EXTRACTED,WARNING_SUCCESS_WITH_WARNINGS,J2D_S3R44CNS_N24_B16_uncertainty,Run46
24,u2_primary,2,0.8403439153439155,False,S3R54CAL64_N24_B09_penalty_repair,S3R54CAL64_N24_B09_penalty_repair,run56_calibrated_N24_N40_batch64,7e3ca6ba29b7babb,22-17-13-15-9-7-5-3-1-11-21-19-23-0-2-4-6-8-10-12-14-16-18-20,"[22,17,13,15,9,7,5,3,1,11,21,19,23,0,2,4,6,8,10,12,14,16,18,20]",PASS_TEACHER_FIELDS_EXTRACTED,WARNING_SUCCESS_WITH_WARNINGS,PASS_ODB_FINAL_FRAME_EXTRACTED,WARNING_SUCCESS_WITH_WARNINGS,J2D_S3R54CAL64_N24_B09_penalty_repair,Run56
24,u2_primary,3,0.8284391534391535,False,S3R54CAL64_N24_B04_n24_u2ret_top,S3R54CAL64_N24_B04_n24_u2ret_top,run56_calibrated_N24_N40_batch64,f763096911138bb1,22-21-17-11-1-3-5-7-9-13-15-19-23-0-2-4-6-8-10-12-14-16-18-20,"[22,21,17,11,1,3,5,7,9,13,15,19,23,0,2,4,6,8,10,12,14,16,18,20]",PASS_TEACHER_FIELDS_EXTRACTED,WARNING_SUCCESS_WITH_WARNINGS,PASS_ODB_FINAL_FRAME_EXTRACTED,WARNING_SUCCESS_WITH_WARNINGS,J2D_S3R54CAL64_N24_B04_n24_u2ret_top,Run56
24,u2_primary,4,0.8275132275132275,False,S3R54CAL64_N24_B06_n24_u2ret_repair,S3R54CAL64_N24_B06_n24_u2ret_repair,run56_calibrated_N24_N40_batch64,dba4df19fba81697,22-21-19-15-13-9-7-5-3-1-11-17-23-0-2-4-6-8-10-12-14-16-18-20,"[22,21,19,15,13,9,7,5,3,1,11,17,23,0,2,4,6,8,10,12,14,16,18,20]",PASS_TEACHER_FIELDS_EXTRACTED,WARNING_SUCCESS_WITH_WARNINGS,PASS_ODB_FINAL_FRAME_EXTRACTED,WARNING_SUCCESS_WITH_WARNINGS,J2D_S3R54CAL64_N24_B06_n24_u2ret_repair,Run56
24,u2_primary,5,0.8255291005291007,False,S3R54CAL64_N24_B02_n24_u2ret_top,S3R54CAL64_N24_B02_n24_u2ret_top,run56_calibrated_N24_N40_batch64,44fe201c939925b0,22-21-19-13-9-7-5-3-1-11-15-17-23-0-2-4-6-8-10-12-14-16-18-20,"[22,21,19,13,9,7,5,3,1,11,15,17,23,0,2,4,6,8,10,12,14,16,18,20]",PASS_TEACHER_FIELDS_EXTRACTED,WARNING_SUCCESS_WITH_WARNINGS,PASS_ODB_FINAL_FRAME_EXTRACTED,WARNING_SUCCESS_WITH_WARNINGS,J2D_S3R54CAL64_N24_B02_n24_u2ret_top,Run56
24,u2_primary,6,0.8193121693121693,False,S3R54CAL64_N24_B22_median_guard,S3R54CAL64_N24_B22_median_guard,run56_calibrated_N24_N40_batch64,77421dd2f642edf3,22-21-15-13-9-1-5-3-7-11-19-17-23-0-2-4-6-8-10-12-14-16-18-20,"[22,21,15,13,9,1,5,3,7,11,19,17,23,0,2,4,6,8,10,12,14,16,18,20]",PASS_TEACHER_FIELDS_EXTRACTED,WARNING_SUCCESS_WITH_WARNINGS,PASS_ODB_FINAL_FRAME_EXTRACTED,WARNING_SUCCESS_WITH_WARNINGS,J2D_S3R54CAL64_N24_B22_median_guard,Run56
